Date,Day,Country,Population,Latitude,Longitude,cum_case,cum_recovered,cum_deaths,day_case,day_recover,day_deaths,per_case,per_recover,per_deaths,per_in_treatment
05/28/2020,128,Montenegro,628062,42.708678,19.37439,324,315,9,0,0,0,0.051587264,97.22222222,2.777777778,0
05/28/2020,128,Morocco,36910558,31.7917,-7.0926,7643,5195,202,42,217,0,0.020706812,67.97069214,2.642941253,29.38636661
05/28/2020,128,Mozambique,31255435,-18.665695,35.529562,233,82,2,6,11,1,0.00074547,35.19313305,0.858369099,63.94849785
05/28/2020,128,Namibia,2540916,-22.9576,18.4904,22,14,0,0,0,0,0.000865829,63.63636364,0,36.36363636
05/28/2020,128,Nepal,29136808,28.1667,84.25,1042,187,5,156,4,1,0.003576233,17.9462572,0.479846449,81.57389635
05/28/2020,128,Netherlands,17134873,52.1326,5.2913,46152,178,5922,182,1,32,0.269345445,0.385682094,12.83151326,86.78280465
05/28/2020,128,New Zealand,4822233,-40.9006,174.886,1504,1481,22,0,7,0,0.03118887,98.47074468,1.462765957,0.066489362
05/28/2020,128,Nicaragua,6624554,12.865416,-85.207229,759,370,35,0,0,0,0.011457375,48.7483531,4.611330698,46.64031621
05/28/2020,128,Niger,24206636,17.607789,8.081666,955,803,64,3,7,1,0.003945199,84.08376963,6.701570681,9.214659686
05/28/2020,128,Nigeria,206139587,9.082,8.6753,8915,2592,259,182,91,5,0.004324739,29.07459338,2.905215928,68.02019069
05/28/2020,128,North Macedonia,2083380,41.6086,21.7453,2077,1486,121,38,16,2,0.099693767,71.54549831,5.825710159,22.62879153
05/28/2020,128,Norway,5421242,60.472,8.4689,8411,7727,236,10,0,1,0.155148949,91.86779218,2.805849483,5.32635834
05/28/2020,128,Oman,5106622,21.512583,55.923255,9009,2177,40,636,0,1,0.176417992,24.16472416,0.444000444,75.39127539
05/28/2020,128,Pakistan,220892331,30.3753,69.3451,61227,20231,1260,2076,1089,35,0.027718029,33.04261192,2.057915625,64.89947245
05/28/2020,128,Panama,4314768,8.538,-80.7821,12131,7379,320,403,0,5,0.28115069,60.82763169,2.63786992,36.53449839
05/28/2020,128,Papua New Guinea,8947027,-6.314993,143.95555,8,8,0,0,0,0,8.94E-05,100,0,0
05/28/2020,128,Paraguay,7132530,-23.4425,-58.4438,900,402,11,16,10,0,0.012618243,44.66666667,1.222222222,54.11111111
05/28/2020,128,Peru,32971846,-9.19,-75.0152,141779,59442,4099,5874,3273,116,0.430000189,41.92581412,2.891119277,55.1830666
05/28/2020,128,Philippines,109581085,12.879721,121.774017,15588,3598,921,539,92,17,0.014225083,23.08185784,5.90839107,71.00975109
05/28/2020,128,Poland,37846605,51.9194,19.1451,22825,10560,1038,352,230,10,0.06030924,46.26506024,4.547645126,49.18729463
05/28/2020,128,Portugal,10196707,39.3999,-8.2245,31596,18637,1369,304,288,13,0.309864744,58.9853146,4.33282694,36.68185846
05/28/2020,128,Qatar,2881060,25.3548,51.1839,50914,15399,33,1967,2116,3,1.767196796,30.24511922,0.064815179,69.6900656
05/28/2020,128,Romania,19237682,45.9432,24.9668,18791,12629,1235,197,467,8,0.097678088,67.20770582,6.572295248,26.21999894
05/28/2020,128,Russia,145934460,61.52401,105.318756,379051,150993,4142,8371,8785,174,0.259740571,39.83448138,1.092728947,59.07278968
05/28/2020,128,Rwanda,12952209,-1.9403,29.8739,349,245,0,3,0,0,0.002694521,70.20057307,0,29.79942693
05/28/2020,128,Saint Kitts and Nevis,53192,17.357822,-62.782998,15,15,0,0,0,0,0.028199729,100,0,0
05/28/2020,128,Saint Lucia,183629,13.9094,-60.9789,18,18,0,0,0,0,0.009802373,100,0,0
05/28/2020,128,Saint Vincent and the Grenadines,110947,12.9843,-61.2872,25,14,0,7,0,0,0.022533282,56,0,44
05/28/2020,128,San Marino,33938,43.9424,12.4578,670,322,42,3,28,0,1.974188226,48.05970149,6.268656716,45.67164179
05/28/2020,128,Sao Tome and Principe,219161,0.1864,6.6131,458,68,12,15,0,0,0.208978787,14.84716157,2.620087336,82.53275109
05/28/2020,128,Saudi Arabia,34813867,23.885942,45.079162,80185,54553,441,1644,3531,16,0.230324887,68.03392156,0.549978175,31.41610027
05/28/2020,128,Senegal,16743930,14.4974,-14.4524,3348,1686,39,95,100,1,0.019995306,50.35842294,1.164874552,48.47670251
05/28/2020,128,Serbia,8737370,44.0165,21.0059,11300,6438,241,25,161,1,0.129329535,56.97345133,2.132743363,40.89380531
05/28/2020,128,Seychelles,98340,-4.6796,55.492,11,11,0,0,0,0,0.011185682,100,0,0
05/28/2020,128,Sierra Leone,7976985,8.460555,-11.779889,812,361,45,30,64,0,0.010179285,44.45812808,5.541871921,50
05/28/2020,128,Singapore,5850343,1.2833,103.8333,33249,18294,23,373,1018,0,0.568325652,55.02120365,0.069175013,44.90962134
05/28/2020,128,Slovakia,5459643,48.669,19.699,1520,1332,28,5,5,0,0.027840648,87.63157895,1.842105263,10.52631579
05/28/2020,128,Slovenia,2078932,46.1512,14.9955,1473,1356,108,2,2,0,0.070853688,92.05702648,7.33197556,0.610997963
05/28/2020,128,Somalia,15893219,5.152149,46.199616,1828,310,72,97,45,5,0.011501761,16.95842451,3.938730853,79.10284464
05/28/2020,128,South Africa,59308690,-30.5595,22.9375,27403,14370,577,1466,919,25,0.046204022,52.43951392,2.105608875,45.4548772
05/28/2020,128,South Sudan,11193729,6.877,31.307,994,6,10,0,0,0,0.008879972,0.60362173,1.006036217,98.39034205
05/28/2020,128,Spain,46754783,40.463667,-3.74922,237906,150376,27119,1647,0,2,0.50883778,63.20815784,11.39903996,25.3928022
05/28/2020,128,Sri Lanka,21413250,7.873054,80.771797,1530,745,10,61,13,0,0.007145109,48.69281046,0.653594771,50.65359477
05/28/2020,128,Sudan,43849269,12.8628,30.2176,4346,749,195,0,0,0,0.009911226,17.23423838,4.486884491,78.27887713
05/28/2020,128,Suriname,586634,3.9193,-56.0278,12,9,1,0,0,0,0.002045568,75,8.333333333,16.66666667
05/28/2020,128,Sweden,10099270,60.128161,18.643501,35727,4971,4266,639,0,46,0.353758242,13.91384667,11.94054916,74.14560416
05/28/2020,128,Switzerland,8654618,46.8182,8.2275,30796,28300,1919,20,0,2,0.355833152,91.89505131,6.231328744,1.873619951
05/28/2020,128,Syria,17500657,34.802075,38.996815,122,43,4,1,0,0,0.000697117,35.24590164,3.278688525,61.47540984
05/28/2020,128,Taiwan*,23816775,23.7,121,441,420,7,0,1,0,0.001851636,95.23809524,1.587301587,3.174603175
05/28/2020,128,Tajikistan,9537642,38.861,71.2761,3563,1674,47,139,99,0,0.037357242,46.9828796,1.319113107,51.6980073
05/28/2020,128,Tanzania,59734213,-6.369028,34.888822,509,183,21,0,0,0,0.000852108,35.95284872,4.125736739,59.92141454
05/28/2020,128,Thailand,69799978,15.870032,100.992541,3065,2945,57,11,14,0,0.004391119,96.08482871,1.859706362,2.055464927
05/28/2020,128,Timor-Leste,1318442,-8.874217,125.727539,24,24,0,0,0,0,0.00182033,100,0,0
05/28/2020,128,Togo,8278737,8.6195,0.8248,422,197,13,27,14,0,0.005097396,46.68246445,3.08056872,50.23696682
05/28/2020,128,Trinidad and Tobago,1399491,10.6918,-61.2225,116,108,8,0,0,0,0.008288728,93.10344828,6.896551724,0
05/28/2020,128,Tunisia,11818618,33.886917,9.537499,1068,938,48,17,9,0,0.00903659,87.82771536,4.494382022,7.677902622
05/28/2020,128,Turkey,84339067,38.9637,35.2433,160979,124369,4461,1182,1576,30,0.190871213,77.2579032,2.77116891,19.97092789
05/28/2020,128,US,329466283,40,-100,1721753,399991,101616,22577,8483,1199,0.522588528,23.23161336,5.901891851,70.86649479
05/28/2020,128,Uganda,45741000,1.373333,32.290275,317,69,0,36,0,0,0.000693033,21.76656151,0,78.23343849
05/28/2020,128,Ukraine,43733759,48.3794,31.1656,22382,8439,669,477,444,11,0.051177856,37.70440533,2.989009025,59.30658565
05/28/2020,128,United Arab Emirates,9890400,23.424076,53.847818,32532,16685,258,563,314,3,0.328925018,51.28796262,0.79306529,47.91897209
05/28/2020,128,United Kingdom,67886004,55.3781,-3.436,270508,1167,37919,1889,1,377,0.398473889,0.431410531,14.01770003,85.55088944
05/28/2020,128,Uruguay,3473727,-32.5228,-55.7658,811,654,22,8,4,0,0.023346682,80.64118372,2.71270037,16.64611591
05/28/2020,128,Uzbekistan,33469199,41.377491,64.585262,3444,2694,14,75,26,0,0.010290058,78.22299652,0.406504065,21.37049942
05/28/2020,128,Venezuela,28435943,6.4238,-66.5897,1325,302,11,80,0,0,0.004659596,22.79245283,0.830188679,76.37735849
05/28/2020,128,Vietnam,97338583,14.058324,108.277199,327,278,0,0,0,0,0.000335941,85.01529052,0,14.98470948
05/28/2020,128,West Bank and Gaza,5101416,31.9522,35.2332,446,368,3,12,3,0,0.008742671,82.51121076,0.67264574,16.8161435
05/28/2020,128,Western Sahara,597330,24.2155,-12.8858,9,6,1,0,0,0,0.001506705,66.66666667,11.11111111,22.22222222
05/28/2020,128,Yemen,29825968,15.552727,48.516388,278,11,57,22,1,4,0.000932074,3.956834532,20.50359712,75.53956835
05/28/2020,128,Zambia,18383956,-13.133897,27.849332,1057,779,7,0,0,0,0.005749579,73.69914853,0.662251656,25.63859981
05/28/2020,128,Zimbabwe,14862927,-19.015438,29.154857,149,28,4,17,3,0,0.001002494,18.79194631,2.684563758,78.52348993
