Date,Day,Country,Population,Latitude,Longitude,cum_case,cum_recovered,cum_deaths,day_case,day_recover,day_deaths,per_case,per_recover,per_deaths,per_in_treatment
22/01/2020,1,Malaysia,32365998,4.210484,101.975766,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Maldives,540542,3.2028,73.2207,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Mali,20250834,17.570692,-3.996166,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Malta,441539,35.9375,14.3754,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Mauritania,4649660,21.0079,-10.9408,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Mauritius,1271767,-20.348404,57.552152,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Mexico,128932753,23.6345,-102.5528,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Moldova,4033963,47.4116,28.3699,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Monaco,39244,43.7333,7.4167,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Mongolia,3278292,46.8625,103.8467,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Montenegro,628062,42.708678,19.37439,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Morocco,36910558,31.7917,-7.0926,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Mozambique,31255435,-18.665695,35.529562,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Namibia,2540916,-22.9576,18.4904,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Nepal,29136808,28.1667,84.25,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Netherlands,17134873,52.1326,5.2913,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,New Zealand,4822233,-40.9006,174.886,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Nicaragua,6624554,12.865416,-85.207229,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Niger,24206636,17.607789,8.081666,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Nigeria,206139587,9.082,8.6753,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,North Macedonia,2083380,41.6086,21.7453,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Norway,5421242,60.472,8.4689,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Oman,5106622,21.512583,55.923255,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Pakistan,220892331,30.3753,69.3451,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Panama,4314768,8.538,-80.7821,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Papua New Guinea,8947027,-6.314993,143.95555,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Paraguay,7132530,-23.4425,-58.4438,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Peru,32971846,-9.19,-75.0152,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Philippines,109581085,12.879721,121.774017,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Poland,37846605,51.9194,19.1451,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Portugal,10196707,39.3999,-8.2245,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Qatar,2881060,25.3548,51.1839,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Romania,19237682,45.9432,24.9668,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Russia,145934460,61.52401,105.318756,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Rwanda,12952209,-1.9403,29.8739,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Saint Kitts and Nevis,53192,17.357822,-62.782998,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Saint Lucia,183629,13.9094,-60.9789,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Saint Vincent and the Grenadines,110947,12.9843,-61.2872,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,San Marino,33938,43.9424,12.4578,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Sao Tome and Principe,219161,0.1864,6.6131,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Saudi Arabia,34813867,23.885942,45.079162,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Senegal,16743930,14.4974,-14.4524,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Serbia,8737370,44.0165,21.0059,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Seychelles,98340,-4.6796,55.492,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Sierra Leone,7976985,8.460555,-11.779889,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Singapore,5850343,1.2833,103.8333,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Slovakia,5459643,48.669,19.699,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Slovenia,2078932,46.1512,14.9955,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Somalia,15893219,5.152149,46.199616,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,South Africa,59308690,-30.5595,22.9375,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,South Sudan,11193729,6.877,31.307,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Spain,46754783,40.463667,-3.74922,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Sri Lanka,21413250,7.873054,80.771797,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Sudan,43849269,12.8628,30.2176,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Suriname,586634,3.9193,-56.0278,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Sweden,10099270,60.128161,18.643501,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Switzerland,8654618,46.8182,8.2275,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Syria,17500657,34.802075,38.996815,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Taiwan*,23816775,23.7,121,1,0,0,1,0,0,4.19872E-06,0,0,100
22/01/2020,1,Tajikistan,9537642,38.861,71.2761,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Tanzania,59734213,-6.369028,34.888822,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Thailand,69799978,15.870032,100.992541,2,0,0,2,0,0,2.86533E-06,0,0,100
22/01/2020,1,Timor-Leste,1318442,-8.874217,125.727539,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Togo,8278737,8.6195,0.8248,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Trinidad and Tobago,1399491,10.6918,-61.2225,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Tunisia,11818618,33.886917,9.537499,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Turkey,84339067,38.9637,35.2433,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,US,329466283,40,-100,1,0,0,1,0,0,3.03521E-07,0,0,100
22/01/2020,1,Uganda,45741000,1.373333,32.290275,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Ukraine,43733759,48.3794,31.1656,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,United Arab Emirates,9890400,23.424076,53.847818,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,United Kingdom,67886004,55.3781,-3.436,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Uruguay,3473727,-32.5228,-55.7658,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Uzbekistan,33469199,41.377491,64.585262,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Venezuela,28435943,6.4238,-66.5897,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Vietnam,97338583,14.058324,108.277199,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,West Bank and Gaza,5101416,31.9522,35.2332,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Western Sahara,597330,24.2155,-12.8858,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Yemen,29825968,15.552727,48.516388,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Zambia,18383956,-13.133897,27.849332,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
22/01/2020,1,Zimbabwe,14862927,-19.015438,29.154857,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Afghanistan,38928341,33.93911,67.709953,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Albania,2877800,41.1533,20.1683,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Algeria,43851043,28.0339,1.6596,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Andorra,77265,42.5063,1.5218,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
23/01/2020,2,Angola,32866268,-11.2027,17.8739,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!
